Идентификатор ведомости	Номер ведомости	Состояние	Дата начала периода ведомости	Дата окончания периода ведомос	Дата создания ведомости	Дата закрытия ведомости	Код плательщика	Код станции	Плата за пользование;1	Сумма штрафа;1	Сбор за подачу/уборку;1	Сбор за маневр. операции;1	Сбор за пробег локомотива;1	Сбор за пользование п. путем;1	Кол-во вагонов по ведомости;1	Общий простой по ведом.(час-ми	Сумма сбора по ведомости (ру;1
272895174	046104	Согласован	24.04.2012	26.04.2012	26.04.2012 14:59:43	26.04.2012 14:59:44	1000587151	895101	957,3	0	0	0	0	0	1	72-40	957,3
272870214	046103	Согласован	23.04.2012	26.04.2012	26.04.2012 12:15:09	26.04.2012 12:15:11	1000587151	895101	19199,7	0	0	0	0	0	9	1134-00	19199,7
272848009	001831	Согласован	16.04.2012	26.04.2012	26.04.2012 9:19:37	26.04.2012 9:19:38	1000587151	895807	0	0	3825	0	0	0	1	210-00	3825
272959769	046105	Согласован	23.04.2012	27.04.2012	27.04.2012 8:23:51		1000587151	895101	0	0	0	0	0	0	3	166-00	
272976864	046106	Согласован	25.04.2012	27.04.2012	27.04.2012 11:12:45	27.04.2012 11:12:46	1000587151	895101	1349,5	0	0	0	0	0	2	124-00	1349,5
272939059	046046	Согласован	23.04.2012	27.04.2012	27.04.2012 2:28:07	27.04.2012 2:30:24	1000587151	893500	0	0	4053,4	0	0	0	1	68-30	4053,4
272953666	046182	Согласован	17.04.2012	27.04.2012	27.04.2012 7:07:08	27.04.2012 7:07:37	1000587151	880801	0	0	4854,9	1912	0	0	3	485-42	6766,9
273100908	046184	Согласован	28.04.2012	28.04.2012	28.04.2012 11:23:58	28.04.2012 11:24:23	1000587151	880801	364	0	0	0	0	0	1	18-10	364
273179142	046047	Согласован	23.04.2012	28.04.2012	28.04.2012 23:51:44	28.04.2012 23:53:47	1000587151	893500	0	0	9796,7	0	0	0	13	1129-00	9796,7
273069602	046107	Согласован	28.04.2012	28.04.2012	28.04.2012 6:11:59	28.04.2012 6:11:59	1000587151	895101	1388,6	0	0	0	0	0	1	108-00	1388,6
273091372	046183	Согласован	26.04.2012	28.04.2012	28.04.2012 9:55:59	28.04.2012 9:56:27	1000587151	880801	161,8	0	2618,8	956	0	0	1	7-30	3736,6
273282927	046048	Согласован	29.04.2012	30.04.2012	30.04.2012 9:31:30	30.04.2012 9:31:39	1000587151	893500	233,6	0	0	0	0	0	2	12-44	233,6
273390780	051109	Согласован	29.04.2012	01.05.2012	01.05.2012 16:07:03	01.05.2012 16:07:04	1000587151	895101	5398,5	0	0	0	0	0	4	396-00	5398,5
273387441	051108	Согласован	23.04.2012	01.05.2012	01.05.2012 15:11:40		1000587151	895101	0	0	0	0	0	0	7	1156-30	
273525387	051049	Согласован	26.04.2012	02.05.2012	02.05.2012 22:53:15	02.05.2012 22:54:59	1000587151	893500	0	0	9206,4	0	0	0	11	1325-50	9206,4
273526214	051050	На подписи	02.05.2012	02.05.2012	02.05.2012 23:17:37		1000587151	893500	0	0	0	0	0	0	1	3-05	
273421162	051110	Согласован	26.04.2012	02.05.2012	02.05.2012 6:00:26	02.05.2012 6:00:27	1000587151	895101	10250	0	0	0	0	0	2	466-00	10250
273421545	051111	Согласован	27.04.2012	02.05.2012	02.05.2012 6:08:02	02.05.2012 6:08:02	1000587151	895101	3377,4	0	0	0	0	0	1	170-00	3377,4
273601718	051113	Согласован	02.05.2012	03.05.2012	03.05.2012 13:59:44	03.05.2012 13:59:46	1000587151	895101	3152	0	0	0	0	0	6	312-00	3152
273599743	051112	Согласован	30.04.2012	03.05.2012	03.05.2012 13:47:00	03.05.2012 13:47:01	1000587151	895101	6454,2	0	0	0	0	0	3	423-00	6454,2
273749105	051116	Согласован	03.05.2012	04.05.2012	04.05.2012 17:00:19		1000587151	895101	0	0	0	0	0	0	1	9-30	
273760564	051051	Согласован	01.05.2012	04.05.2012	04.05.2012 19:33:25	04.05.2012 19:33:56	1000587151	893500	0	0	4053,4	0	0	0	1	51-00	4053,4
273760635	051052	Согласован	03.05.2012	04.05.2012	04.05.2012 19:35:27	04.05.2012 19:35:50	1000587151	893500	0	0	4053,4	0	0	0	1	35-00	4053,4
273661951	051185	Согласован	29.04.2012	04.05.2012	04.05.2012 5:15:13	04.05.2012 5:15:26	1000587151	880801	6927,2	0	0	0	0	0	1	149-50	6927,2
273705642	051114	Согласован	03.05.2012	04.05.2012	04.05.2012 12:00:00	04.05.2012 12:00:01	1000587151	895101	4225,5	0	0	0	0	0	3	324-00	4225,5
273748250	051115	Согласован	01.05.2012	04.05.2012	04.05.2012 16:53:14		1000587151	895101	0	0	0	0	0	0	4	208-00	
273885960	051053	Согласован	03.05.2012	05.05.2012	05.05.2012 18:20:20	05.05.2012 18:20:32	1000587151	893500	0	0	4053,4	0	0	0	1	45-50	4053,4
273934850	052123	Согласован	03.05.2012	06.05.2012	06.05.2012 12:10:54		1000587151	895101	0	0	0	0	0	0	9	580-30	
273916773	052122	Согласован	03.05.2012	06.05.2012	06.05.2012 8:42:18		1000587151	895101	0	0	0	0	0	0	4	246-00	
273936391	052124	Согласован	04.05.2012	06.05.2012	06.05.2012 12:32:17	06.05.2012 12:32:18	1000587151	895101	9385,6	0	0	0	0	0	7	686-00	9385,6
273936871	052126	Согласован	02.05.2012	06.05.2012	06.05.2012 12:39:13	06.05.2012 12:39:13	1000587151	895101	4524,2	0	0	0	0	0	1	212-20	4524,2
273936610	052125	Согласован	04.05.2012	06.05.2012	06.05.2012 12:35:58	06.05.2012 12:35:58	1000587151	895101	1411,4	0	0	0	0	0	1	98-00	1411,4
273914178	052118	Согласован	01.05.2012	06.05.2012	06.05.2012 8:04:17	06.05.2012 8:04:17	1000587151	895101	5179,6	0	0	0	0	0	1	236-00	5179,6
273913875	052117	Согласован	03.05.2012	06.05.2012	06.05.2012 7:59:08	06.05.2012 7:59:09	1000587151	895101	9969,5	0	0	0	0	0	5	599-00	9969,5
273915338	052119	Согласован	27.04.2012	06.05.2012	06.05.2012 8:22:56	06.05.2012 8:22:57	1000587151	895101	8074,3	0	0	0	0	0	1	406-00	8074,3
273916019	052121	Согласован	29.04.2012	06.05.2012	06.05.2012 8:33:04	06.05.2012 8:33:04	1000587151	895101	6459	0	0	0	0	0	1	334-00	6459
273915708	052120	На подписи	01.05.2012	06.05.2012	06.05.2012 8:28:19	06.05.2012 8:28:19	1000587151	895101	8713,6	0	0	0	0	0	3	483-01	8713,6
274026097	052129	На подписи	01.05.2012	07.05.2012	07.05.2012 16:00:56	07.05.2012 16:00:57	1000587151	895101	3315,6	0	0	0	0	0	2	238-40	3315,6
274025093	052128	Согласован	04.05.2012	07.05.2012	07.05.2012 15:47:05	07.05.2012 15:47:07	1000587151	895101	17643	0	0	0	0	0	6	924-00	17643
273990892	052127	Согласован	06.05.2012	07.05.2012	07.05.2012 8:27:05	07.05.2012 8:27:06	1000587151	895101	1840,8	0	0	0	0	0	4	208-00	1840,8
274080128	080524	Согласован	07.05.2012	08.05.2012	08.05.2012 12:01:39		1000587151	885504	0	0	0	0	0	0	2	23-40	
274161402	090527	Согласован	09.05.2012	09.05.2012	09.05.2012 15:47:06		1000587151	885504	0	0	0	0	0	0	1	30-00	
274289759	052054	Согласован	05.05.2012	10.05.2012	10.05.2012 19:29:54	10.05.2012 19:31:36	1000587151	893500	0	0	4053,4	0	0	0	5	610-00	4053,4
274444490	053131	На подписи	01.05.2012	12.05.2012	12.05.2012 6:47:24	12.05.2012 6:47:25	1000587151	895101	37621,8	0	0	0	0	0	5	1713-41	37621,8
274576327	130537	Согласован	11.05.2012	13.05.2012	13.05.2012 11:04:54		1000587151	885504	0	0	0	0	0	0	3	124-00	
274661158	053133	На подписи	06.05.2012	14.05.2012	14.05.2012 10:55:29		1000587151	895101	0	0	0	0	0	0	5	857-40	
274635062	053132	Согласован	06.05.2012	14.05.2012	14.05.2012 7:16:34		1000587151	895101	0	0	0	0	0	0	9	1656-00	
274625158	053186	На подписи	05.05.2012	14.05.2012	14.05.2012 4:32:38	14.05.2012 4:33:35	1000587151	880801	3650,4	0	0	0	0	0	1	90-00	3650,4
274846425	054055	На подписи	15.05.2012	15.05.2012	15.05.2012 21:26:02		1000587151	893500	0	0	0	0	0	0	1	8-20	
274916190	054137	На подписи	11.05.2012	16.05.2012	16.05.2012 13:28:48	16.05.2012 13:28:49	1000587151	895101	3650,4	0	0	0	0	0	1	178-40	3650,4
274917175	054138	Согласован	12.05.2012	16.05.2012	16.05.2012 13:35:13	16.05.2012 13:35:14	1000587151	895101	4788,8	0	0	0	0	0	2	267-20	4788,8
274963460	054056	Согласован	11.05.2012	16.05.2012	16.05.2012 22:23:06	16.05.2012 22:31:59	1000587151	893500	0	0	7179,7	0	0	0	10	864-40	7179,7
274911583	054134	На подписи	14.05.2012	16.05.2012	16.05.2012 12:58:10	16.05.2012 12:58:11	1000587151	895101	4446,6	0	0	0	0	0	5	375-00	4446,6
274913437	054135	На подписи	13.05.2012	16.05.2012	16.05.2012 13:10:37	16.05.2012 13:10:37	1000587151	895101	879,7	0	0	0	0	0	1	78-30	879,7
274914816	054136	На подписи	14.05.2012	16.05.2012	16.05.2012 13:19:40	16.05.2012 13:19:41	1000587151	895101	1213,2	0	0	0	0	0	3	117-29	1213,2
275095295	054141	На подписи	12.05.2012	18.05.2012	18.05.2012 5:55:14	18.05.2012 5:55:16	1000587151	895101	38039	0	0	0	0	0	10	1882-29	38039
275130436	054142	На подписи	16.05.2012	18.05.2012	18.05.2012 11:24:00	18.05.2012 11:24:00	1000587151	895101	2178,8	0	0	0	0	0	2	188-00	2178,8
275087994	054139	Согласован	07.05.2012	18.05.2012	18.05.2012 3:43:35		1000587151	895101	0	0	0	0	0	0	8	1796-00	
275093915	054140	На подписи	15.05.2012	18.05.2012	18.05.2012 5:27:57		1000587151	895101	0	0	0	0	0	0	1	52-10	
275236158	054143	На подписи	07.05.2012	19.05.2012	19.05.2012 11:04:29		1000587151	895101	0	0	0	0	0	0	8	883-20	
275311521	054147	На подписи	07.05.2012	20.05.2012	20.05.2012 12:31:40	20.05.2012 12:31:41	1000587151	895101	13010,1	0	0	0	0	0	1	625-30	13010,1
275312043	054148	На подписи	10.05.2012	20.05.2012	20.05.2012 12:40:17	20.05.2012 12:40:18	1000587151	895101	67991,9	0	0	0	0	0	6	2841-00	67991,9
275332385	054057	Согласован	13.05.2012	20.05.2012	20.05.2012 18:43:24	20.05.2012 18:45:12	1000587151	893500	0	0	8656,6	0	0	0	7	805-50	8656,6
275305511	054144	Согласован	15.05.2012	20.05.2012	20.05.2012 11:02:07		1000587151	895101	0	0	0	0	0	0	5	551-40	
275311049	054145	На подписи	08.05.2012	20.05.2012	20.05.2012 12:23:09	20.05.2012 12:23:09	1000587151	895101	13862,9	0	0	0	0	0	1	552-34	13862,9
275311175	054146	На подписи	10.05.2012	20.05.2012	20.05.2012 12:25:56	20.05.2012 12:25:57	1000587151	895101	12224,5	0	0	0	0	0	1	493-30	12224,5
275453016	055058	Согласован	15.05.2012	21.05.2012	21.05.2012 19:37:39	21.05.2012 19:38:20	1000587151	893500	0	0	8106,8	0	0	0	7	841-45	8106,8
275372857	055150	Согласован	17.05.2012	21.05.2012	21.05.2012 9:22:08	21.05.2012 9:22:09	1000587151	895101	5444	0	0	0	0	0	2	291-00	5444
275371480	055149	На подписи	11.05.2012	21.05.2012	21.05.2012 9:11:49	21.05.2012 9:11:49	1000587151	895101	19089,7	0	0	0	0	0	2	857-00	19089,7
275521134	055153	На подписи	19.05.2012	22.05.2012	22.05.2012 12:25:41	22.05.2012 12:25:42	1000587151	895101	12672	0	0	0	0	0	6	756-00	12672
275520316	055152	На подписи	17.05.2012	22.05.2012	22.05.2012 12:19:05		1000587151	895101	0	0	0	0	0	0	7	749-00	
275518140	055151	На подписи	15.05.2012	22.05.2012	22.05.2012 12:00:09		1000587151	895101	0	0	0	0	0	0	2	288-00	
Итого: 302									686 056,4	19 000	728 193,3	42 064	0	0	870		1 475 313,7
